iteration,scenario,total_damage_usd,wind_total_usd,water_total_usd,underinsured_wind_usd,uninsured_wind_usd,nfip_policyholder_shortfall_usd,wind_insured_private_usd,wind_insured_citizens_usd,wind_underinsured_usd,wind_uninsured_usd,flood_insured_capped_usd,flood_un_derinsured_usd,wind_insured_private_pct,wind_insured_citizens_pct,wind_underinsured_pct,wind_uninsured_pct,flood_insured_capped_pct,flood_un_derinsured_pct,insured_private_wind_pre_usd,insured_citizens_wind_pre_usd,insured_flood_pre_usd,defaults_pre,defaults_post,rescued_defaults,group_contrib_total_usd,group_supported_companies,defaulted_premium_base_pct,largest_entity_deficit_usd,diag_group_shortfall_total_usd,diag_groups_with_shortfall,diag_groups_fully_funded_share,figa_residual_deficit_usd,figa_collected_usd,citizens_residual_deficit_usd,citizens_tier1_usd,citizens_tier2_usd,citizens_tier1_capacity_usd,citizens_tier2_capacity_usd,nfip_borrowed_usd,nfip_claims_paid_usd,nfip_pool_used_usd,nfip_fl_premium_base_usd,nfip_fl_premium_depletion_usd,underinsured_flood_usd,fhcf_cap_binding,fhcf_total_precap_usd,fhcf_total_postcap_usd,fhcf_shortfall_usd,fhcf_scaling_factor,fhcf_recovery_private_usd,fhcf_recovery_citizens_usd,catbond_payout_usd,catbond_unfilled_usd,catbond_triggers,catbond_limit_in_force_usd,catbond_issue_volume_year_usd
70,great_miami,170354720952.1598,119916523480.34885,50438197471.81094,13641330346.65908,57008469056.92359,0.0,40438665182.489555,8828058894.276644,13641330346.65908,57008469056.92359,14842512664.004837,35595684807.80611,23.73791871247632,5.182162751307492,8.00760335282398,33.46456660448706,8.712709915549107,20.895038663356054,40438665182.489555,8828058894.276644,14842512664.004837,98,98,0,0.0,0,84.80863576507527,1758122198.998088,0.0,0,1.0,16464344700.868002,4711320.0,4770863244.268461,539937478.65,359958319.1,539937478.65,359958319.1,11401512664.004837,14842512664.004837,3441000000.0,1395853723.0,1395853723.0,0.0,False,7593243439.584459,7593243439.584459,0.0,1.0,4588250074.072933,3004993365.5115256,1349242867.3908257,0.0,12,9464500000.0,9464500000.0
71,great_miami,170354720952.1598,101242091109.49895,69112629842.66084,23319762594.24562,37230408019.10005,0.0,32904380977.052837,7787539519.100454,23319762594.24562,37230408019.10005,20299353627.97877,48813276214.68207,19.31521521278725,4.57136701323787,13.688944141908719,21.85463825775357,11.915932540360522,28.653902833952078,32904380977.052837,7787539519.100454,20299353627.97877,88,88,0,0.0,0,81.98183445461936,1255922233.1043062,0.0,0,1.0,9785704425.774078,35928540.0,4605389623.339092,539937478.65,359958319.1,539937478.65,359958319.1,16858353627.978771,20299353627.97877,3441000000.0,1395853723.0,1395853723.0,0.0,False,6017004573.578877,6017004573.578877,0.0,1.0,3913424768.59898,2103579804.9798975,1276879056.8198478,0.0,11,9464500000.0,9464500000.0
72,great_miami,170354720952.1598,129604954627.43738,40749766324.72243,12758159635.0901,56332250938.97244,0.0,48214685124.72124,12299858928.653616,12758159635.0901,56332250938.97244,12011463938.65782,28738302386.064606,28.3025236138077,7.220145623148154,7.489172923286897,33.0676195083505,7.050854752672785,16.869683578733987,48214685124.72124,12299858928.653616,12011463938.65782,99,99,0,0.0,0,85.23525817251503,2447780764.192152,0.0,0,1.0,22404067115.752655,941278680.0,6159513478.735332,539937478.65,359958319.1,539937478.65,359958319.1,8570463938.65782,12011463938.65782,3441000000.0,1395853723.0,1395853723.0,0.0,False,10401478945.801373,10401478945.801373,0.0,1.0,5317991248.061764,5083487697.739608,1513552933.3354897,0.0,13,9464500000.0,9464500000.0
73,great_miami,170354720952.1598,130860383536.79004,39494337415.36976,21555199104.429207,57715422642.07003,0.0,42047443907.222824,9542317883.068,21555199104.429207,57715422642.07003,11644616060.025305,27849721355.344448,24.682288622356925,5.6014402358404505,12.653126948259033,33.87955574079927,6.835511217382363,16.348077235361973,42047443907.222824,9542317883.068,11644616060.025305,99,99,0,0.0,0,85.23525817251503,1680513840.394681,0.0,0,1.0,17086842001.203419,941278680.0,4815098778.158029,539937478.65,359958319.1,539937478.65,359958319.1,8203616060.025305,11644616060.025305,3441000000.0,1395853723.0,1395853723.0,0.0,False,8216187219.618703,8216187219.618703,0.0,1.0,4536186936.847981,3680000282.7707214,1435702211.5606737,0.0,12,9464500000.0,9464500000.0
74,great_miami,170354720952.1598,124330671034.36838,46024049917.79143,12310297302.284258,42484800003.30461,0.0,54478987636.41613,15056586092.363388,12310297302.284258,42484800003.30461,13552658133.732828,32471391784.058605,31.97973459844139,8.838373253296387,7.2262730574642084,24.939021217519112,7.955551837943359,19.061046035335558,54478987636.41613,15056586092.363388,13552658133.732828,99,99,0,0.0,0,85.23525817251503,3255428105.0515194,0.0,0,1.0,28149989209.734818,941278680.0,7130885373.046976,539937478.65,359958319.1,539937478.65,359958319.1,10111658133.732828,13552658133.732828,3441000000.0,1395853723.0,1395853723.0,0.0,False,12545943274.800745,12545943274.800745,0.0,1.0,5676732438.116079,6869210836.684666,1672824291.4469843,0.0,13,9464500000.0,9464500000.0
75,great_miami,170354720952.1598,157429607455.13306,12925113497.026743,32151982591.560513,70934338712.21259,0.0,44051769893.09036,10291516258.269617,32151982591.560513,70934338712.21259,3880844365.1530695,9044269131.87367,25.858848904728205,6.041227505024503,18.87354950414885,41.639197502564585,2.278096165144091,5.309080418389782,44051769893.09036,10291516258.269617,3880844365.1530695,99,99,0,0.0,0,85.23525817251503,2834447498.055232,0.0,0,1.0,18612985318.043217,941278680.0,5081336929.834529,539937478.65,359958319.1,539937478.65,359958319.1,439844365.1530695,3880844365.1530695,3441000000.0,1395853723.0,1395853723.0,0.0,False,9155319709.8576,9155319709.8576,0.0,1.0,4992878453.979344,4162441255.878255,1457712613.8746371,0.0,12,9464500000.0,9464500000.0
76,great_miami,170354720952.1598,147525405418.3561,22829315533.80368,26749546973.29506,59461284943.18816,0.0,43535448303.49644,17779125198.376488,26749546973.29506,59461284943.18816,6774943329.795322,16054372204.008352,25.5557627403366,10.43653213659359,15.702263385355227,34.904395141409964,3.9769624768414316,9.424084119463208,43535448303.49644,17779125198.376488,6774943329.795322,99,99,0,0.0,0,85.23525817251503,2238155610.864295,0.0,0,1.0,18504319652.58621,941278680.0,12079092202.045652,539937478.65,359958319.1,539937478.65,359958319.1,3333943329.7953224,6774943329.795322,3441000000.0,1395853723.0,1395853723.0,0.0,False,9258697898.306864,9258697898.306864,0.0,1.0,4736140487.225791,4522557411.081073,1436532169.1841936,0.0,12,9464500000.0,9464500000.0
77,great_miami,170354720952.1598,138842517252.02783,31512203700.131954,20133631404.284786,51132961726.583786,0.0,54673328275.49558,12902595845.66368,20133631404.284786,51132961726.583786,9312163144.068493,22200040556.063465,32.09381458283703,7.573958487060113,11.81865186462244,30.015582451010154,5.466337000829933,13.03165561364034,54673328275.49558,12902595845.66368,9312163144.068493,99,99,0,0.0,0,85.23525817251503,3376775004.010954,0.0,0,1.0,28352057052.54923,941278680.0,4960619593.746102,539937478.65,359958319.1,539937478.65,359958319.1,5871163144.068493,9312163144.068493,3441000000.0,1395853723.0,1395853723.0,0.0,False,12636515600.66577,12636515600.66577,0.0,1.0,5713061552.102995,6923454048.562775,1590800294.448165,0.0,13,9464500000.0,9464500000.0
78,great_miami,170354720952.15985,161904057167.6385,8450663784.521354,45283404031.20205,54837695355.292076,0.0,49530694936.91877,12252262844.225552,45283404031.20205,54837695355.292076,2573368989.325644,5877294795.195709,29.075035115010582,7.192206224602554,26.581831004213164,32.1902997749572,1.5105944672048828,3.450033414011585,49530694936.91877,12252262844.225552,2573368989.325644,99,99,0,0.0,0,85.23525817251503,3601170415.368202,0.0,0,1.0,23984853640.805622,941278680.0,6668222925.825506,539937478.65,359958319.1,539937478.65,359958319.1,0.0,2573368989.325644,2573368989.325644,1395853723.0,1395853723.0,0.0,False,9641423711.900951,9641423711.900951,0.0,1.0,5118866300.81988,4522557411.081073,1452525922.8622432,0.0,13,9464500000.0,9464500000.0
79,great_miami,170354720952.1598,108210544094.08847,62144176858.07133,10246812505.739262,40738324939.59861,0.0,45338829075.72719,11886577573.023396,10246812505.739262,40738324939.59861,18263107548.489296,43881069309.58204,26.614366084083784,6.977545152013409,6.014985935503861,23.913822118871032,10.720634829731587,25.758645879796326,45338829075.72719,11886577573.023396,18263107548.489296,99,99,0,0.0,0,85.23525817251503,2471379870.0548916,0.0,0,1.0,19698259021.253117,941278680.0,4841209875.697855,539937478.65,359958319.1,539937478.65,359958319.1,14822107548.489296,18263107548.489296,3441000000.0,1395853723.0,1395853723.0,0.0,False,11152470442.106977,11152470442.106977,0.0,1.0,5146113631.757958,6006356810.349019,1497535729.942638,0.0,12,9464500000.0,9464500000.0
80,great_miami,170354720952.15982,105469127737.91043,64885593214.24939,11810513319.679115,48823118777.9027,0.0,35977808118.03837,8857687522.290218,11810513319.679115,48823118777.9027,19064174631.79469,45821418582.4547,21.119349036497734,5.199555065326129,6.932894641056543,28.65968052133615,11.190869572172538,26.897651163610885,35977808118.03837,8857687522.290218,19064174631.79469,96,96,0,0.0,0,84.29584890997002,1230654491.801742,0.0,0,1.0,12344238558.219536,10374180.0,4578613891.735595,539937478.65,359958319.1,539937478.65,359958319.1,15623174631.79469,19064174631.79469,3441000000.0,1395853723.0,1395853723.0,0.0,False,7549634995.68445,7549634995.68445,0.0,1.0,4335436678.63622,3214198317.04823,1322928310.1911473,0.0,12,9464500000.0,9464500000.0
81,great_miami,170354720952.1598,148905421805.7112,21449299146.448593,18119235664.050076,66695921038.6053,0.0,50526936426.35134,13563328676.704521,18119235664.050076,66695921038.6053,6371689843.749373,15077609302.69922,29.659839271810185,7.961815558086864,10.63618053129179,39.151202071667456,3.7402484698611413,8.850714097282587,50526936426.35134,13563328676.704521,6371689843.749373,99,99,0,0.0,0,85.23525817251503,3210636831.3907747,0.0,0,1.0,24698124609.587982,941278680.0,6871705305.427931,539937478.65,359958319.1,539937478.65,359958319.1,2930689843.7493734,6371689843.749373,3441000000.0,1395853723.0,1395853723.0,0.0,False,11052822340.345676,11052822340.345676,0.0,1.0,5424164299.253216,5628658041.09246,1431681267.9442663,0.0,12,9464500000.0,9464500000.0
82,great_miami,170354720952.1598,108847427294.43925,61507293657.72055,23169940018.407547,55561427891.73491,0.0,24031526417.54666,6084532966.750146,23169940018.407547,55561427891.73491,18077004417.324467,43430289240.39608,14.106756938244972,3.5716843846428223,13.600996725482172,32.61513833088198,10.611390348495817,25.494033272252242,24031526417.54666,6084532966.750146,18077004417.324467,67,67,0,0.0,0,62.75477502570834,338442162.2236693,0.0,0,1.0,2930409951.1370916,248258760.0,4084664622.355704,539937478.65,359958319.1,539937478.65,359958319.1,14636004417.324467,18077004417.324467,3441000000.0,1395853723.0,1395853723.0,0.0,False,3818099649.660748,3818099649.660748,0.0,1.0,2933661042.101824,884438607.5589241,1176062598.4922256,0.0,9,9464500000.0,9464500000.0
83,great_miami,170354720952.1598,105571846165.49805,64782874786.66176,19333910828.7988,60376617339.455315,0.0,20238204559.770645,5623113437.473286,19333910828.7988,60376617339.455315,19034159362.13166,45748715424.53011,11.880037398819185,3.300826302930817,11.349207536331374,35.441704815689086,11.173250295468458,26.8549736507611,20238204559.770645,5623113437.473286,19034159362.13166,44,44,0,0.0,0,41.51899570470853,153387150.92248172,0.0,0,1.0,850148103.5182362,482771880.0,4408984402.09862,539937478.65,359958319.1,539937478.65,359958319.1,15593159362.13166,19034159362.13166,3441000000.0,1395853723.0,1395853723.0,0.0,False,2349945943.022936,2349945943.022936,0.0,1.0,2293800364.0768394,56145578.9460963,1140000000.0000002,0.0,8,9464500000.0,9464500000.0
84,great_miami,170354720952.1598,128251364004.17264,42103356947.98717,20131118258.468,50447816221.177185,0.0,43167994850.0512,14504434674.476265,20131118258.468,50447816221.177185,12406995573.290627,29696361374.696526,25.34006372630785,8.514254605570633,11.817176621786349,29.6133948852197,7.283035952243934,17.43207420887154,43167994850.0512,14504434674.476265,12406995573.290627,99,99,0,0.0,0,85.23525817251503,2389125555.6430464,0.0,0,1.0,17924638102.924644,941278680.0,8520757594.997763,539937478.65,359958319.1,539937478.65,359958319.1,8965995573.290627,12406995573.290627,3441000000.0,1395853723.0,1395853723.0,0.0,False,9780448040.064322,9780448040.064322,0.0,1.0,4916070122.731917,4864377917.332404,1410654206.7907372,0.0,12,9464500000.0,9464500000.0
85,great_miami,170354720952.15982,160637849533.789,9716871418.37081,39597239334.443115,59798479635.449776,0.0,48038183577.04617,13203946986.84997,39597239334.443115,59798479635.449776,2943366510.4321856,6773504907.938623,28.198915362337733,7.7508547535691665,23.243992953716315,35.10233194666956,1.7277868755153323,3.9761181081919097,48038183577.04617,13203946986.84997,2943366510.4321856,99,99,0,0.0,0,85.23525817251503,2208282783.636467,0.0,0,1.0,22397398923.22764,941278680.0,5093493446.832189,539937478.65,359958319.1,539937478.65,359958319.1,0.0,2943366510.4321856,2943366510.4321856,1395853723.0,1395853723.0,0.0,False,12238477383.189507,12238477383.189507,0.0,1.0,5164264791.89479,7074212591.294716,1476829230.896799,0.0,13,9464500000.0,9464500000.0
86,great_miami,170354720952.15982,148968963719.33237,21385757232.827454,30253004173.243088,51759705547.01914,0.0,54779638892.08623,12176615106.983915,30253004173.243088,51759705547.01914,6353122311.934141,15032634920.89331,32.15622002484441,7.147800212947099,17.758829343942246,30.38348761790679,3.729349134808109,8.824313665551351,54779638892.08623,12176615106.983915,6353122311.934141,99,99,0,0.0,0,85.23525817251503,4084585130.361742,0.0,0,1.0,28306074883.030205,941278680.0,6606607945.5315075,539937478.65,359958319.1,539937478.65,359958319.1,2912122311.934141,6353122311.934141,3441000000.0,1395853723.0,1395853723.0,0.0,False,10414746704.145603,10414746704.145603,0.0,1.0,5892189293.06453,4522557411.081073,1592892886.612821,0.0,13,9464500000.0,9464500000.0
87,great_miami,170354720952.15982,130854803281.96912,39499917670.190704,36209257321.89401,52438652919.118324,0.0,34730171367.296844,7476721673.659928,36209257321.89401,52438652919.118324,11646246661.828436,27853671008.36227,20.3869732363038,4.388913692482635,21.25521213589528,30.78203681472644,6.836468397667132,16.350395722924713,34730171367.296844,7476721673.659928,11646246661.828436,95,95,0,0.0,0,84.42357158073865,1445849116.2960682,0.0,0,1.0,11252259381.571781,8963700.0,4716798132.101819,539937478.65,359958319.1,539937478.65,359958319.1,8205246661.828436,11646246661.828436,3441000000.0,1395853723.0,1395853723.0,0.0,False,5877636528.422605,5877636528.422605,0.0,1.0,4191341064.731158,1686295463.6914465,1291514709.0069466,0.0,11,9464500000.0,9464500000.0
88,great_miami,170354720952.1598,106009223151.20784,64345497800.951965,30211140759.303352,44529454135.80808,0.0,24046826320.968384,7221801935.128024,30211140759.303352,44529454135.80808,18906353782.560406,45439144018.39157,14.11573814131126,4.239273144156716,17.7342550828324,26.139254543062034,11.098227085746466,26.67325200289114,24046826320.968384,7221801935.128024,18906353782.560406,62,62,0,0.0,0,58.71324462037251,296017182.20953894,0.0,0,1.0,2657840339.5403986,292890600.0,3714874549.5043592,539937478.65,359958319.1,539937478.65,359958319.1,15465353782.560406,18906353782.560406,3441000000.0,1395853723.0,1395853723.0,0.0,False,5477158712.779333,5477158712.779333,0.0,1.0,3073762769.7277865,2403395943.0515466,1152715311.548976,0.0,9,9464500000.0,9464500000.0
89,great_miami,170354720952.1598,118709447490.83252,51645273461.327286,25668986456.855156,50685349436.80709,0.0,32995302334.84491,9359809262.325373,25668986456.855156,50685349436.80709,15195231374.561409,36450042086.76587,19.368586999189112,5.494305769755486,15.067963079264295,29.75282936305646,8.919759481645736,21.39655530708892,32995302334.84491,9359809262.325373,15195231374.561409,93,93,0,0.0,0,82.08683565996539,1011771761.622869,0.0,0,1.0,9686201859.074228,34768980.0,4690852035.284127,539937478.65,359958319.1,539937478.65,359958319.1,11754231374.561409,15195231374.561409,3441000000.0,1395853723.0,1395853723.0,0.0,False,7639929324.412275,7639929324.412275,0.0,1.0,4052098589.681286,3587830734.7309895,1277098702.9881463,0.0,11,9464500000.0,9464500000.0
90,great_miami,170354720952.15982,133031364974.52022,37323355977.6396,26369163980.053223,60237318877.37688,0.0,35136511213.004684,11288370904.0854,26369163980.053223,60237318877.37688,11010235308.515812,26313120669.123795,20.62549896863261,6.62639159102346,15.478974596458874,35.359935163929585,6.463123092202289,15.446076587753165,35136511213.004684,11288370904.0854,11010235308.515812,96,96,0,0.0,0,84.50200464502383,1695389505.4364834,0.0,0,1.0,11914439347.169079,8097540.0,4981459419.130215,539937478.65,359958319.1,539937478.65,359958319.1,7569235308.515812,11010235308.515812,3441000000.0,1395853723.0,1395853723.0,0.0,False,9197426989.793463,9197426989.793463,0.0,1.0,3967808331.8981004,5229618657.895362,1276146202.0665026,0.0,11,9464500000.0,9464500000.0
91,great_miami,170354720952.15982,129004935052.59564,41349785899.56418,16570585295.140905,59206068106.18635,0.0,40526958567.992035,12701323083.276352,16570585295.140905,59206068106.18635,12186795179.263222,29162990720.300957,23.78974785170356,7.455809273899268,9.727106594125074,34.754580193179976,7.153776021672802,17.118980065419322,40526958567.992035,12701323083.276352,12186795179.263222,99,99,0,0.0,0,85.23525817251503,2504116576.734174,0.0,0,1.0,15653858665.523067,941278680.0,6851071679.217629,539937478.65,359958319.1,539937478.65,359958319.1,8745795179.263222,12186795179.263222,3441000000.0,1395853723.0,1395853723.0,0.0,False,9289084555.02391,9289084555.02391,0.0,1.0,4535898443.651538,4753186111.372372,1398335171.7537827,0.0,12,9464500000.0,9464500000.0
92,great_miami,170354720952.15982,114278157236.57648,56076563715.58334,24295849592.74496,54684002553.534874,0.0,27780462683.744286,7517842406.552336,24295849592.74496,54684002553.534874,16490095159.574144,39586468556.00921,16.307421671951072,4.4130519920628135,14.26191740208238,32.10008049550421,9.679858044089665,23.237670394309852,27780462683.744286,7517842406.552336,16490095159.574144,84,84,0,0.0,0,78.97776550850037,588324417.1511579,0.0,0,1.0,5509744387.129676,69103380.0,3742162938.79126,539937478.65,359958319.1,539937478.65,359958319.1,13049095159.574144,16490095159.574144,3441000000.0,1395853723.0,1395853723.0,0.0,False,5979598915.515465,5979598915.515465,0.0,1.0,3283059876.537116,2696539038.9783487,1156088720.217918,0.0,9,9464500000.0,9464500000.0
93,great_miami,170354720952.1598,154226994119.1122,16127726833.04759,25665252728.336502,84679902737.21555,0.0,33983543645.13407,9898295008.426085,25665252728.336502,84679902737.21555,4816677449.48539,11311049383.5622,19.948694967295662,5.810402525449114,15.065771341637193,49.70798711295823,2.8274399573804843,6.639704095279314,33983543645.13407,9898295008.426085,4816677449.48539,94,94,0,0.0,0,83.99795974062758,912601518.2475467,0.0,0,1.0,10730801200.195723,13663860.0,4948114017.403224,539937478.65,359958319.1,539937478.65,359958319.1,1375677449.4853897,4816677449.48539,3441000000.0,1395853723.0,1395853723.0,0.0,False,7874365957.432866,7874365957.432866,0.0,1.0,4006634947.1041794,3867731010.3286867,1279728033.5418258,0.0,11,9464500000.0,9464500000.0
94,great_miami,170354720952.15982,127530789770.85739,42823931181.30242,11653564849.56278,50654777528.943985,0.0,49886344612.67896,15336102779.671663,11653564849.56278,50654777528.943985,12617553994.336754,30206377186.96566,29.283805188286145,9.00245246738918,6.8407642502818655,29.73488333391665,7.406635943996,17.731458816130154,49886344612.67896,15336102779.671663,12617553994.336754,99,99,0,0.0,0,85.23525817251503,3103023144.0672064,0.0,0,1.0,23704022290.139027,941278680.0,7462120564.602741,539937478.65,359958319.1,539937478.65,359958319.1,9176553994.336754,12617553994.336754,3441000000.0,1395853723.0,1395853723.0,0.0,False,12485431868.369522,12485431868.369522,0.0,1.0,5687824144.7852335,6797607723.58429,1534941089.4893334,0.0,13,9464500000.0,9464500000.0
95,great_miami,170354720952.15982,121149836495.12807,49204884457.031746,23581490934.267223,56498907890.3234,0.0,32814730753.87461,8254706916.662818,23581490934.267223,56498907890.3234,14482127253.257113,34722757203.774635,19.262589595676584,4.845599153651257,13.84258141040279,33.165448878983405,8.501159916386516,20.382621044899434,32814730753.87461,8254706916.662818,14482127253.257113,95,95,0,0.0,0,83.98538741375337,940798890.3666663,0.0,0,1.0,9457056705.068047,13802700.0,4295424720.400242,539937478.65,359958319.1,539937478.65,359958319.1,11041127253.257113,14482127253.257113,3441000000.0,1395853723.0,1395853723.0,0.0,False,7051574744.981848,7051574744.981848,0.0,1.0,4164167298.6893625,2887407446.2924857,1255585099.4701293,0.0,10,9464500000.0,9464500000.0
96,great_miami,170354720952.15982,158994990402.8447,11359730549.315128,35367016280.554276,63607514548.781685,0.0,48022080104.15841,11998379469.35032,35367016280.554276,63607514548.781685,3423425064.595757,7936305484.719372,28.189462455604207,7.043174032564551,20.760807850160067,37.338275213778424,2.00958625945984,4.658694188432911,48022080104.15841,11998379469.35032,3423425064.595757,99,99,0,0.0,0,85.23525817251503,2922262118.189533,0.0,0,1.0,22354608040.321236,941278680.0,6413862260.191905,539937478.65,359958319.1,539937478.65,359958319.1,0.0,3423425064.595757,3423425064.595757,1395853723.0,1395853723.0,0.0,False,9740039325.615498,9740039325.615498,0.0,1.0,5217481914.534425,4522557411.081073,1476018367.630086,0.0,13,9464500000.0,9464500000.0
97,great_miami,170354720952.15982,125751163306.0054,44603557646.15441,41743718176.3043,41584623943.293625,0.0,35739792304.14088,6683028882.26661,41743718176.3043,41584623943.293625,13137577221.87727,31465980424.27714,20.979631268438737,3.9230077363945695,24.503998446880175,24.410608470881005,7.711895008513826,18.470859068891688,35739792304.14088,6683028882.26661,13137577221.87727,95,95,0,0.0,0,83.67513237752861,1598777020.8680658,0.0,0,1.0,12320493026.048223,17228940.0,4441219099.210521,539937478.65,359958319.1,539937478.65,359958319.1,9696577221.87727,13137577221.87727,3441000000.0,1395853723.0,1395853723.0,0.0,False,5248155324.081625,5248155324.081625,0.0,1.0,4067578990.0620704,1180576334.0195549,1362879666.1036687,0.0,12,9464500000.0,9464500000.0
98,great_miami,170354720952.15982,142249788848.5682,28104932103.59162,23481490601.744556,47087911171.45644,0.0,58210399247.49506,13469987827.872143,23481490601.744556,47087911171.45644,8316527032.93244,19788405070.659176,34.17011217660478,7.907023505180627,13.783880171033704,27.641095537751486,4.881888207411607,11.616000402017795,58210399247.49506,13469987827.872143,8316527032.93244,99,99,0,0.0,0,85.23525817251503,5394459291.486132,0.0,0,1.0,32125010246.95868,941278680.0,7889111509.554167,539937478.65,359958319.1,539937478.65,359958319.1,4875527032.93244,8316527032.93244,3441000000.0,1395853723.0,1395853723.0,0.0,False,10119298002.636389,10119298002.636389,0.0,1.0,5596740591.555316,4522557411.081073,1511035736.4679718,0.0,13,9464500000.0,9464500000.0
99,great_miami,170354720952.15982,103242717956.3076,67112002995.85221,17546638330.851845,40998915122.76795,0.0,35486202926.13094,9210961576.55687,17546638330.851845,40998915122.76795,19714752055.385185,47397250940.46701,20.8307716556305,5.406930623979335,10.300059917787316,24.066791277408477,11.57276531298573,27.822681212208632,35486202926.13094,9210961576.55687,19714752055.385185,96,96,0,0.0,0,84.2877806708135,1261284255.465971,0.0,0,1.0,12062795290.522045,10463280.0,4402343188.928905,539937478.65,359958319.1,539937478.65,359958319.1,16273752055.385185,19714752055.385185,3441000000.0,1395853723.0,1395853723.0,0.0,False,7872236676.110408,7872236676.110408,0.0,1.0,4125244943.043678,3746991733.06673,1287250104.9455533,0.0,11,9464500000.0,9464500000.0
